2024-11-16 17:41:45 - addr(ip='192.168.1.111', port=61549) -> addr(ip='18.172.202.87', port=443) - TIME_WAIT
2024-11-16 17:41:55 - addr(ip='192.168.1.111', port=61601) -> addr(ip='20.190.148.163', port=443) - ESTABLISHED
2024-11-16 17:41:55 - addr(ip='192.168.1.111', port=61602) -> addr(ip='52.182.143.212', port=443) - TIME_WAIT
2024-11-16 17:42:05 - addr(ip='192.168.1.111', port=61548) -> addr(ip='18.172.202.51', port=443) - TIME_WAIT
2024-11-16 17:42:25 - addr(ip='192.168.1.111', port=61576) -> addr(ip='23.194.61.68', port=443) - CLOSING
2024-11-16 17:42:30 - addr(ip='192.168.1.111', port=61576) -> addr(ip='23.194.61.68', port=443) - TIME_WAIT
2024-11-16 17:42:40 - addr(ip='192.168.1.111', port=61606) -> addr(ip='172.217.25.195', port=80) - ESTABLISHED
2024-11-16 17:42:40 - addr(ip='192.168.1.111', port=61607) -> addr(ip='23.48.193.39', port=80) - ESTABLISHED
2024-11-16 17:42:40 - addr(ip='192.168.1.111', port=61605) -> addr(ip='49.231.112.74', port=80) - ESTABLISHED
2024-11-16 17:42:45 - addr(ip='192.168.1.111', port=61608) -> addr(ip='117.18.232.200', port=443) - ESTABLISHED
2024-11-16 17:42:55 - addr(ip='192.168.1.111', port=61609) -> addr(ip='72.25.64.32', port=443) - SYN_SENT
2024-11-16 17:43:00 - addr(ip='192.168.1.111', port=61609) -> addr(ip='72.25.64.32', port=443) - TIME_WAIT
2024-11-16 17:43:00 - addr(ip='192.168.1.111', port=61610) -> addr(ip='18.178.209.202', port=443) - FIN_WAIT1
2024-11-16 17:43:25 - addr(ip='192.168.1.111', port=61595) -> addr(ip='20.42.65.84', port=443) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61596) -> addr(ip='216.58.196.3', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61597) -> addr(ip='96.16.101.68', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61599) -> addr(ip='49.231.120.202', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61600) -> addr(ip='49.231.112.88', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61598) -> addr(ip='96.16.101.68', port=80) - TIME_WAIT
2024-11-16 17:43:40 - addr(ip='192.168.1.111', port=61607) -> addr(ip='23.48.193.39', port=80) - TIME_WAIT
2024-11-16 17:43:40 - addr(ip='192.168.1.111', port=61605) -> addr(ip='49.231.112.74', port=80) - TIME_WAIT
2024-11-16 17:43:40 - addr(ip='192.168.1.111', port=61606) -> addr(ip='172.217.25.195', port=80) - TIME_WAIT
2024-11-16 17:43:45 - addr(ip='192.168.1.111', port=61611) -> addr(ip='162.159.136.232', port=443) - ESTABLISHED
2024-11-16 17:43:45 - addr(ip='192.168.1.111', port=61601) -> addr(ip='20.190.148.163', port=443) - TIME_WAIT
2024-11-16 17:43:55 - addr(ip='192.168.1.111', port=61611) -> addr(ip='162.159.136.232', port=443) - TIME_WAIT
2024-11-16 17:44:00 - addr(ip='192.168.1.111', port=61516) -> addr(ip='172.64.151.57', port=443) - CLOSE_WAIT
2024-11-16 17:44:00 - addr(ip='192.168.1.111', port=61513) -> addr(ip='104.18.156.37', port=443) - CLOSE_WAIT
2024-11-16 17:44:30 - addr(ip='192.168.1.111', port=61567) -> addr(ip='216.58.200.1', port=443) - CLOSE_WAIT
2024-11-16 17:44:30 - addr(ip='192.168.1.111', port=61571) -> addr(ip='216.58.221.214', port=443) - CLOSE_WAIT
2024-11-16 17:45:35 - addr(ip='192.168.1.111', port=61613) -> addr(ip='51.132.193.104', port=443) - ESTABLISHED
2024-11-16 17:45:35 - addr(ip='192.168.1.111', port=61614) -> addr(ip='20.189.173.9', port=443) - LAST_ACK
2024-11-16 17:45:45 - addr(ip='192.168.1.111', port=61608) -> addr(ip='117.18.232.200', port=443) - TIME_WAIT
2024-11-16 17:46:30 - addr(ip='192.168.1.111', port=61618) -> addr(ip='162.247.243.29', port=443) - ESTABLISHED
2024-11-16 17:46:30 - addr(ip='192.168.1.111', port=61619) -> addr(ip='162.247.243.29', port=443) - ESTABLISHED
2024-11-16 17:46:35 - addr(ip='192.168.1.111', port=61621) -> addr(ip='13.89.179.14', port=443) - ESTABLISHED
2024-11-16 17:46:35 - addr(ip='192.168.1.111', port=61620) -> addr(ip='13.89.179.14', port=443) - ESTABLISHED
2024-11-16 17:46:50 - addr(ip='192.168.1.111', port=61623) -> addr(ip='216.58.200.1', port=443) - ESTABLISHED
2024-11-16 17:46:50 - addr(ip='192.168.1.111', port=61622) -> addr(ip='185.26.182.106', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61624) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61629) -> addr(ip='216.58.196.35', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61627) -> addr(ip='216.58.196.22', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61625) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61628) -> addr(ip='107.167.96.30', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61626) -> addr(ip='107.167.96.30', port=443) - ESTABLISHED
2024-11-16 17:47:00 - addr(ip='192.168.1.111', port=61630) -> addr(ip='216.58.200.14', port=443) - ESTABLISHED
2024-11-16 17:47:00 - addr(ip='192.168.1.111', port=61631) -> addr(ip='216.58.200.14', port=443) - ESTABLISHED
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61577) -> addr(ip='104.18.32.47', port=443) - TIME_WAIT
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61634) -> addr(ip='172.217.26.78', port=443) - ESTABLISHED
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61633) -> addr(ip='172.217.26.65', port=443) - ESTABLISHED
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61632) -> addr(ip='216.239.38.135', port=443) - ESTABLISHED
2024-11-16 17:47:45 - addr(ip='192.168.1.111', port=61636) -> addr(ip='117.18.232.200', port=443) - ESTABLISHED
2024-11-16 17:47:55 - addr(ip='192.168.1.111', port=61628) -> addr(ip='107.167.96.30', port=443) - CLOSE_WAIT
2024-11-16 17:47:55 - addr(ip='192.168.1.111', port=61622) -> addr(ip='185.26.182.106', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61623) -> addr(ip='216.58.200.1', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61631) -> addr(ip='216.58.200.14', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61627) -> addr(ip='216.58.196.22', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61637) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61640) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61345) -> addr(ip='104.16.103.112', port=443) - TIME_WAIT
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61638) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61626) -> addr(ip='107.167.96.30', port=443) - CLOSE_WAIT
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61639) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61644) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61642) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61641) -> addr(ip='172.217.174.170', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61643) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61645) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61651) -> addr(ip='104.26.13.205', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61656) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='::1', port=61652) -> addr(ip='::1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='::1', port=61654) -> addr(ip='::1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61649) -> addr(ip='172.64.148.188', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61646) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61653) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='127.0.0.1', port=61657) -> addr(ip='127.0.0.1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='127.0.0.1', port=61655) -> addr(ip='127.0.0.1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61650) -> addr(ip='18.161.111.106', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61647) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61648) -> addr(ip='18.161.111.106', port=443) - ESTABLISHED
2024-11-16 17:48:20 - addr(ip='192.168.1.111', port=61658) -> addr(ip='104.18.37.68', port=443) - ESTABLISHED
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61660) -> addr(ip='151.101.20.159', port=443) - SYN_SENT
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61659) -> addr(ip='104.244.43.131', port=443) - ESTABLISHED
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61662) -> addr(ip='151.101.20.159', port=443) - SYN_SENT
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61661) -> addr(ip='151.101.20.158', port=443) - ESTABLISHED
2024-11-16 17:48:40 - addr(ip='192.168.1.111', port=61660) -> addr(ip='151.101.20.159', port=443) - ESTABLISHED
